Compiled shader: Skybox/Procedural, pass: <unnamed>, stage: vertex, keywords _SUNDISK_SIMPLE
Compiled shader: Nature/SpeedTree, pass: DEFERRED, stage: vertex, keywords EFFECT_BUMP EFFECT_HUE_VARIATION GEOM_TYPE_BRANCH INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: Nature/SpeedTree, pass: DEFERRED, stage: fragment, keywords EFFECT_BUMP EFFECT_HUE_VARIATION GEOM_TYPE_BRANCH INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular_Square_Shadows, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular_Square_Shadows, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular_Square_Shadows, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular_Square_Shadows, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP _PARALLAXMAP
Compiled shader: Particles/Standard Surface, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH SOFTPARTICLES_ON UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: Particles/Standard Surface, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH SOFTPARTICLES_ON UNITY_HDR_ON _ALPHATEST_ON
Compiled shader: Nature/SpeedTree, pass: DEFERRED, stage: vertex, keywords EFFECT_BUMP GEOM_TYPE_LEAF INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: Nature/SpeedTree, pass: DEFERRED, stage: fragment, keywords EFFECT_BUMP GEOM_TYPE_LEAF INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: vertex, keywords SPOT UNITY_HDR_ON
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: fragment, keywords SPOT UNITY_HDR_ON
Compiled shader: Hidden/Internal-StencilWrite, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/Internal-StencilWrite, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _METALLICGLOSSMAP
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _METALLICGLOSSMAP
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH UNITY_PASS_SHADOWCASTER _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH UNITY_PASS_SHADOWCASTER _USESNOW_ON
Compiled shader: Autodesk Interactive, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Autodesk Interactive, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _ALPHAPREMULTIPLY_ON _METALLICGLOSSMAP
Compiled shader: Nature/SpeedTree, pass: <unnamed>, stage: vertex, keywords GEOM_TYPE_LEAF INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH
Compiled shader: Nature/SpeedTree, pass: <unnamed>, stage: fragment, keywords GEOM_TYPE_LEAF INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _METALLICGLOSSMAP _PARALLAXMAP
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _METALLICGLOSSMAP _PARALLAXMAP
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _METALLICGLOSSMAP _PARALLAXMAP
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _METALLICGLOSSMAP _PARALLAXMAP
Compiled shader: Nature/SpeedTree, pass: <unnamed>, stage: vertex, keywords GEOM_TYPE_BRANCH INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH
Compiled shader: Nature/SpeedTree, pass: <unnamed>, stage: fragment, keywords GEOM_TYPE_BRANCH INSTANCING_ON LOD_FADE_CROSSFADE SHADOWS_DEPTH
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH _DETALUSEUV3_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH _DETALUSEUV3_ON
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _ALPHATEST_ON _METALLICGLOSSMAP _PARALLAXMAP
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _ALPHATEST_ON _METALLICGLOSSMAP _PARALLAXMAP
Compiled shader: Hidden/BlitCopyDepth, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/BlitCopyDepth, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/Aura2/StoreShadowDataShader, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/Aura2/StoreShadowDataShader, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/Internal-ScreenSpaceShadows, pass: <unnamed>, stage: vertex, keywords SHADOWS_SINGLE_CASCADE SHADOWS_SPLIT_SPHERES
Compiled shader: Hidden/Internal-ScreenSpaceShadows, pass: <unnamed>, stage: fragment, keywords SHADOWS_SINGLE_CASCADE SHADOWS_SPLIT_SPHERES
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: vertex, keywords DIRECTIONAL SHADOWS_SCREEN UNITY_HDR_ON
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: fragment, keywords DIRECTIONAL SHADOWS_SCREEN UNITY_HDR_ON
Compiled shader: Hidden/InternalErrorShader, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/InternalErrorShader, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: vertex, keywords DIRECTIONAL LIGHTPROBE_SH SHADOWS_SCREEN
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: fragment, keywords DIRECTIONAL LIGHTPROBE_SH SHADOWS_SCREEN
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: vertex, keywords SPOT
Compiled shader: Hidden/TerrainEngine/Details/BillboardWavingDoublePass, pass: FORWARD, stage: fragment, keywords SPOT
Compiled shader: DAFoliage2018, pass: FORWARD, stage: vertex, keywords DIRECTIONAL INSTANCING_ON LIGHTPROBE_SH SHADOWS_SCREEN
Compiled shader: DAFoliage2018, pass: FORWARD, stage: fragment, keywords DIRECTIONAL INSTANCING_ON LIGHTPROBE_SH SHADOWS_SCREEN
Compiled shader: DAFoliage2018, pass: FORWARD, stage: vertex, keywords SPOT
Compiled shader: DAFoliage2018, pass: FORWARD, stage: fragment, keywords SPOT
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/Internal-DepthNormalsTexture, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Skybox/Procedural, pass: <unnamed>, stage: vertex, keywords _SUNDISK_HIGH_QUALITY
Compiled shader: Skybox/Procedural, pass: <unnamed>, stage: fragment, keywords _SUNDISK_HIGH_QUALITY
Compiled shader: Legacy Shaders/Particles/Alpha Blended, pass: <unnamed>, stage: vertex, keywords SOFTPARTICLES_ON
Compiled shader: Legacy Shaders/Particles/Alpha Blended, pass: <unnamed>, stage: fragment, keywords SOFTPARTICLES_ON
Compiled shader: Legacy Shaders/Particles/Additive, pass: <unnamed>, stage: vertex, keywords SOFTPARTICLES_ON
Compiled shader: Legacy Shaders/Particles/Additive, pass: <unnamed>, stage: fragment, keywords SOFTPARTICLES_ON
Compiled shader: Ian's Fire Pack/Additive NoRim, pass: <unnamed>, stage: vertex, keywords SOFTPARTICLES_ON
Compiled shader: Ian's Fire Pack/Additive NoRim, pass: <unnamed>, stage: fragment, keywords SOFTPARTICLES_ON
Compiled shader: Legacy Shaders/Particles/VertexLit Blended, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Legacy Shaders/Particles/VertexLit Blended, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Ian's Fire Pack/Additive Shimmer, pass: <unnamed>, stage: vertex, keywords SOFTPARTICLES_ON
Compiled shader: Ian's Fire Pack/Additive Shimmer, pass: <unnamed>, stage: fragment, keywords SOFTPARTICLES_ON
Compiled shader: Ian's Fire Pack/Additive NoSoft, pass: <unnamed>, stage: vertex, keywords SOFTPARTICLES_ON
Compiled shader: Ian's Fire Pack/Additive NoSoft, pass: <unnamed>, stage: fragment, keywords SOFTPARTICLES_ON
Compiled shader: Autodesk Interactive, pass: FORWARD, stage: vertex, keywords DIRECTIONAL INSTANCING_ON LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _DETAIL_MULX2 _METALLICGLOSSMAP _NORMALMAP _SPECGLOSSMAP
Compiled shader: Autodesk Interactive, pass: FORWARD, stage: fragment, keywords DIRECTIONAL INSTANCING_ON LIGHTPROBE_SH _ALPHAPREMULTIPLY_ON _DETAIL_MULX2 _METALLICGLOSSMAP _NORMALMAP _SPECGLOSSMAP
Compiled shader: Autodesk Interactive, pass: FORWARD_DELTA, stage: vertex, keywords SPOT _ALPHAPREMULTIPLY_ON _DETAIL_MULX2 _METALLICGLOSSMAP _NORMALMAP _SPECGLOSSMAP
Compiled shader: Autodesk Interactive, pass: FORWARD_DELTA, stage: fragment, keywords SPOT _ALPHAPREMULTIPLY_ON _DETAIL_MULX2 _METALLICGLOSSMAP _NORMALMAP _SPECGLOSSMAP
Compiled shader: Hidden/PostProcessing/Uber, pass: <unnamed>, stage: vertex, keywords BLOOM COLOR_GRADING_HDR_3D
Compiled shader: Hidden/PostProcessing/Uber, pass: <unnamed>, stage: fragment, keywords BLOOM COLOR_GRADING_HDR_3D
Compiled shader: Hidden/MID/DistanceBlur, pass: CoC Calculation, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: CoC Calculation, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: CoC Temporal Filter, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: CoC Temporal Filter, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: Downsample and Prefilter, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: Downsample and Prefilter, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: Bokeh Filter (small), stage: vertex, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: Bokeh Filter (small), stage: fragment, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: Postfilter, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: Postfilter, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: Combine, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/MID/DistanceBlur, pass: Combine, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/PostProcessing/FinalPass, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/PostProcessing/FinalPass, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: vertex, keywords DIRECTIONAL UNITY_HDR_ON
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: fragment, keywords DIRECTIONAL UNITY_HDR_ON
Compiled shader: Hidden/Internal-MotionVectors, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/Internal-MotionVectors, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Particles/Standard Surface, pass: ShadowCaster, stage: vertex, keywords PROCEDURAL_INSTANCING_ON SHADOWS_CUBE _ALPHATEST_ON _METALLICGLOSSMAP
Compiled shader: Particles/Standard Surface, pass: ShadowCaster, stage: fragment, keywords PROCEDURAL_INSTANCING_ON SHADOWS_CUBE _ALPHATEST_ON _METALLICGLOSSMAP
Compiled shader: NatureManufacture Shaders/Trees/Tree Leaves Metalic, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_DEPTH
Compiled shader: NatureManufacture Shaders/Trees/Tree Leaves Metalic, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_DEPTH
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_CUBE UNITY_PASS_SHADOWCASTER _USEDYNAMICSNOWTSTATICMASKF_ON _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_CUBE UNITY_PASS_SHADOWCASTER _USEDYNAMICSNOWTSTATICMASKF_ON _USESNOW_ON
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_CUBE _METALLICGLOSSMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_CUBE _METALLICGLOSSMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Nature/Terrain/Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH
Compiled shader: Nature/Terrain/Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH
Compiled shader: Hidden/TerrainEngine/Splatmap/Standard-Base, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH
Compiled shader: Hidden/TerrainEngine/Splatmap/Standard-Base, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH
Compiled shader: Hidden/TerrainEngine/Splatmap/Standard-BaseGen, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/TerrainEngine/Splatmap/Standard-BaseGen, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Hidden/TerrainEngine/Splatmap/Standard-BaseGen, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/TerrainEngine/Splatmap/Standard-BaseGen, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Skybox/Cubemap, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Skybox/Cubemap, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: Nature/Terrain/Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_DEPTH _NORMALMAP
Compiled shader: Nature/Terrain/Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_DEPTH _NORMALMAP
Compiled shader: Nature/Terrain/Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP
Compiled shader: Nature/Terrain/Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP
Compiled shader: Hidden/TerrainEngine/Splatmap/Standard-AddPass, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP
Compiled shader: Hidden/TerrainEngine/Splatmap/Standard-AddPass, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON _EMISSION _METALLICGLOSSMAP _NORMALMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: DEFERRED, stage: vertex, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON _USEDYNAMICSNOWTSTATICMASKF_ON _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: DEFERRED, stage: fragment, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON _USEDYNAMICSNOWTSTATICMASKF_ON _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: DEFERRED, stage: vertex, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: DEFERRED, stage: fragment, keywords DIRLIGHTMAP_COMBINED LIGHTMAP_ON UNITY_HDR_ON _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: Hidden/Nature/Tree Creator Bark Optimized, pass: DEFERRED, stage: vertex, keywords BILLBOARD_FACE_CAMERA_POS LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: Hidden/Nature/Tree Creator Bark Optimized, pass: DEFERRED, stage: fragment, keywords BILLBOARD_FACE_CAMERA_POS LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Grass/Advanced Grass Specular, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Grass/Advanced Grass Specular, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: Standard (Specular setup), pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _SPECGLOSSMAP
Compiled shader: Standard (Specular setup), pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _SPECGLOSSMAP
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _NORMALMAP
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NatureManufacture Shaders/Trees/Tree Leaves Metalic, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree Leaves Metalic, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Cross Model Shader, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Cross Model Shader, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Tree_Leaves_Specular, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Cross Model Shader, pass: DEFERRED, stage: vertex, keywords INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: NatureManufacture Shaders/Trees/Cross Model Shader, pass: DEFERRED, stage: fragment, keywords INSTANCING_ON LIGHTPROBE_SH LOD_FADE_CROSSFADE UNITY_HDR_ON
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: Standard, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Standard, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _SPECULARHIGHLIGHTS_OFF
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: vertex, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: NDF/Two Sided, pass: DEFERRED, stage: fragment, keywords LIGHTPROBE_SH UNITY_HDR_ON _ALPHATEST_ON _METALLICGLOSSMAP _NORMALMAP
Compiled shader: Hidden/Internal-DeferredReflections, pass: <unnamed>, stage: vertex, keywords <no keywords>
Compiled shader: Hidden/Internal-DeferredReflections, pass: <unnamed>, stage: fragment, keywords <no keywords>
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: ShadowCaster, stage: vertex, keywords SHADOWS_CUBE UNITY_PASS_SHADOWCASTER _USESNOW_ON
Compiled shader: NatureManufacture Shaders/Standard Shaders/Standard Metalic Snow, pass: ShadowCaster, stage: fragment, keywords SHADOWS_CUBE UNITY_PASS_SHADOWCASTER _USESNOW_ON
Compiled shader: Legacy Shaders/VertexLit, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_CUBE
Compiled shader: Legacy Shaders/VertexLit, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_CUBE
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: ShadowCaster, stage: vertex, keywords INSTANCING_ON SHADOWS_CUBE
Compiled shader: NatureManufacture Shaders/Trees/Tree Bark Metalic, pass: ShadowCaster, stage: fragment, keywords INSTANCING_ON SHADOWS_CUBE
Compiled shader: Nature/Terrain/Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_CUBE _NORMALMAP
Compiled shader: Nature/Terrain/Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_CUBE _NORMALMAP
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_CUBE _METALLICGLOSSMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_CUBE _METALLICGLOSSMAP _SMOOTHNESS_TEXTURE_ALBEDO_CHANNEL_A
Compiled shader: Standard, pass: ShadowCaster, stage: vertex, keywords SHADOWS_CUBE
Compiled shader: Standard, pass: ShadowCaster, stage: fragment, keywords SHADOWS_CUBE
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: vertex, keywords POINT SHADOWS_CUBE SHADOWS_SOFT UNITY_HDR_ON
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: fragment, keywords POINT SHADOWS_CUBE SHADOWS_SOFT UNITY_HDR_ON
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: vertex, keywords POINT UNITY_HDR_ON
Compiled shader: Hidden/Internal-DeferredShading, pass: <unnamed>, stage: fragment, keywords POINT UNITY_HDR_ON
